i,j,PSR,parameters,parm
9,870,1.0002,smAppFreq,870
9,871,1.0023,datingAppF,871
9,872,1.01,losAng,872
9,873,1.0027,RaceEthnic#2,873
9,874,1.0023,RaceEthnic#3,874
9,875,1.0029,RaceEthnic#4,875
9,876,1.0012,female,876
9,877,1.0010999,cis,877
9,878,1.0027,heterosexu,878
9,879,1.0108,employed,879
9,880,1.0128,poverty,880
9,881,1.0134,insured,881
9,882,1.0093,healthProv,882
9,883,1.0012,medicalUti,883
9,884,1.0043,erCare_re,884
9,885,1.0019,sapro_lf,885
9,886,1.0067,hivpp_lf,886
9,887,1.0026,homeless_l,887
9,888,1.0014,incarcerat,888
9,889,1.0037,ipv_lf,889
9,890,1.0081,sexex_lf,890
9,891,1.0049,suicide_lf,891
9,892,1.0012,hospitalmh,892
9,893,1.0113,sexab_lf,893
9,894,1.0071,tmx5old_lf,894
9,895,1.002,tmrob_lf,895
9,896,1.0022,tmotinj_lf,896
9,897,1.0045,tmotmdr_lf,897
9,898,1.0046999,xdrug_r,898
9,899,1.0007,smoke_lf,899
9,900,1.0005, Residual Var.,900
9,901,1.0010999, Grand Mean,901
9,902,1.0014,depression,902
9,903,1.0024,age,903
9,904,1.0027,audit_c,904
9,905,1.0055,count_lf,905
9,906,1.0007,ptsd,906
9,907,1.0021,anxietyr,907
9,908,1.0027,sadr,908
9,909,1.0007,intfsocr,909
9,910,1.001,energr,910
9,911,1.0046999,anxiety_ra,911
9,912,1.0003,srMentH,912
9,913,1.0003,srPhysH,913
9,914,1.0017999,srLivSit,914
9,915,1.0007,srDrugFree,915
9,916,1.0008,srSocNet,916
9,917,1.0002,srSexRx,917
9,918,1.0029,ssHelp,918
9,919,1.0046,ssEmoHelp,919
9,920,1.0017999,ssNewFri,920
9,921,1.0009,datingAppF,921
9,922,1.0035,losAng,922
9,923,1.0017999,RaceEthnic#2,923
9,924,1.0019,RaceEthnic#3,924
9,925,1.0033,RaceEthnic#4,925
9,926,1.0001,female,926
9,927,1.0012,cis,927
9,928,1.0015,heterosexu,928
9,929,1.0001,employed,929
9,930,1.0010999,poverty,930
9,931,1.0017999,insured,931
9,932,1.001,healthProv,932
9,933,1.0055,medicalUti,933
9,934,1.0042,erCare_re,934
9,935,1.0006,sapro_lf,935
9,936,1.0056,hivpp_lf,936
9,937,1.0026,homeless_l,937
9,938,1.0057,incarcerat,938
9,939,1.0013,ipv_lf,939
9,940,1.0087,sexex_lf,940
9,941,1.0014,suicide_lf,941
9,942,1.0023,hospitalmh,942
9,943,1.0033,sexab_lf,943
9,944,1.0046999,tmx5old_lf,944
9,945,1.0058,tmrob_lf,945
9,946,1.0045,tmotinj_lf,946
9,947,1.0007,tmotmdr_lf,947
9,948,1.0028,xdrug_r,948
9,949,1.0003999,smoke_lf,949
9,950,1.0010999, Residual Var.,950
9,951,1.0006, Grand Mean,951
9,952,1.0031,depression,952
9,953,1.0014,age,953
9,954,1.0006,audit_c,954
9,955,1.0008,count_lf,955
9,956,1.0028,ptsd,956
9,957,1.0045,anxietyr,957
9,958,1.0008,sadr,958
9,959,1.0003999,intfsocr,959
9,960,1.0019,energr,960
9,961,1.0002,anxiety_ra,961
9,962,1.0033,srMentH,962
9,963,1.0046,srPhysH,963
9,964,1.0014,srLivSit,964
9,965,1.0032001,srDrugFree,965
9,966,1.0007,srSocNet,966
9,967,1.0033,srSexRx,967
9,968,1.0044,ssHelp,968
9,969,1.0023,ssEmoHelp,969
9,970,1.0071,ssNewFri,970
9,971,1.0044,smAppFreq,971
9,972,1.0002,losAng,972
9,973,1.0015,RaceEthnic#2,973
9,974,1.0015,RaceEthnic#3,974
9,975,1.0007,RaceEthnic#4,975
9,976,1.0034,female,976
9,977,1.001,cis,977
9,978,1.0031,heterosexu,978
9,979,1.0005,employed,979
9,980,1.0006,poverty,980
9,981,1.0024,insured,981
9,982,1.0046,healthProv,982
9,983,1.0034,medicalUti,983
9,984,1.0009,erCare_re,984
9,985,1.0029,sapro_lf,985
9,986,1.0063,hivpp_lf,986
9,987,1.0019,homeless_l,987
9,988,1.0015,incarcerat,988
9,989,1.0063,ipv_lf,989
9,990,1.0085,sexex_lf,990
9,991,1.0059,suicide_lf,991
9,992,1.0021,hospitalmh,992
9,993,1.0066,sexab_lf,993
9,994,1.012,tmx5old_lf,994
9,995,1.0032001,tmrob_lf,995
9,996,1.001,tmotinj_lf,996
9,997,1.0045,tmotmdr_lf,997
9,998,1.0066,xdrug_r,998
9,999,1.0061001,smoke_lf,999
9,1000,1.0048, Residual Var.,1000
9,1001,1.0039999, Grand Mean,1001
9,1002,1.0025001,depression,1002
9,1003,1.0089999,age,1003
9,1004,1.002,audit_c,1004
9,1005,1.0174,count_lf,1005
9,1006,1.0005,ptsd,1006
9,1007,1.017,anxietyr,1007
9,1008,1.0029,sadr,1008
9,1009,1.0038,intfsocr,1009
9,1010,1.0109,energr,1010
9,1011,1.0038,anxiety_ra,1011
9,1012,1.023,srMentH,1012
9,1013,1.0017999,srPhysH,1013
9,1014,1.0107,srLivSit,1014
9,1015,1.0088,srDrugFree,1015
9,1016,1.0051,srSocNet,1016
9,1017,1.0096999,srSexRx,1017
9,1018,1.0032001,ssHelp,1018
9,1019,1.0015,ssEmoHelp,1019
9,1020,1.0086,ssNewFri,1020
9,1021,1.0012,smAppFreq,1021
9,1022,1.0005,datingAppF,1022
9,1023,1.0035,losAng,1023
9,1024,1.0091,RaceEthnic#2,1024
9,1025,1.0103,RaceEthnic#3,1025
9,1026,1.0055,RaceEthnic#4,1026
9,1027,1.0168,female,1027
9,1028,1.0089,cis,1028
9,1029,1.0147001,heterosexu,1029
9,1030,1.0027,poverty,1030
9,1031,1.0626,insured,1031
9,1032,1.0434,healthProv,1032
9,1033,1.0325,medicalUti,1033
9,1034,1.0249,erCare_re,1034
9,1035,1.0114,sapro_lf,1035
9,1036,1.0211,hivpp_lf,1036
9,1037,1.006,homeless_l,1037
9,1038,1.0105,incarcerat,1038
9,1039,1.0035,ipv_lf,1039
9,1040,1.0383,sexex_lf,1040
9,1041,1.0038,suicide_lf,1041
9,1042,1.0158,hospitalmh,1042
9,1043,1.0765001,sexab_lf,1043
9,1044,1.0077,tmx5old_lf,1044
9,1045,1.0044,tmrob_lf,1045
9,1046,1.0286,tmotinj_lf,1046
9,1047,1.0125999,tmotmdr_lf,1047
9,1048,1.0201,xdrug_r,1048
9,1049,1.0165,smoke_lf,1049
9,1050,nan, Residual Var.,1050
9,1051,nan,Tau,1051
9,1052,1.0233999, Grand Mean,1052
9,1053,1.0012,depression,1053
9,1054,1.0123,age,1054
9,1055,1.005,audit_c,1055
9,1056,1.0165,count_lf,1056
9,1057,1.0022,ptsd,1057
9,1058,1.0157,anxietyr,1058
9,1059,1.0096999,sadr,1059
9,1060,1.0041,intfsocr,1060
9,1061,1.0055,energr,1061
9,1062,1.0022,anxiety_ra,1062
9,1063,1.0129,srMentH,1063
9,1064,1.0035,srPhysH,1064
9,1065,1.0035,srLivSit,1065
9,1066,1.0016,srDrugFree,1066
9,1067,1.0036,srSocNet,1067
9,1068,1.0157,srSexRx,1068
9,1069,1.0003999,ssHelp,1069
9,1070,1.0028,ssEmoHelp,1070
9,1071,1.0107,ssNewFri,1071
9,1072,1.0007,smAppFreq,1072
9,1073,1.0017,datingAppF,1073
9,1074,1.0103,losAng,1074
9,1075,1.0067,RaceEthnic#2,1075
9,1076,1.0057,RaceEthnic#3,1076
9,1077,1.0014,RaceEthnic#4,1077
9,1078,1.0063,female,1078
9,1079,1.0129,cis,1079
9,1080,1.0101,heterosexu,1080
9,1081,1.0096,employed,1081
9,1082,1.0724,insured,1082
9,1083,1.0394,healthProv,1083
9,1084,1.0138,medicalUti,1084
9,1085,1.0147001,erCare_re,1085
9,1086,1.0163,sapro_lf,1086
9,1087,1.0243,hivpp_lf,1087
9,1088,1.0141,homeless_l,1088
9,1089,1.0116,incarcerat,1089
9,1090,1.0029,ipv_lf,1090
9,1091,1.0236,sexex_lf,1091
9,1092,1.005,suicide_lf,1092
9,1093,1.0122,hospitalmh,1093
9,1094,1.0483,sexab_lf,1094
9,1095,1.0087,tmx5old_lf,1095
9,1096,1.0037,tmrob_lf,1096
9,1097,1.0321,tmotinj_lf,1097
9,1098,1.0163,tmotmdr_lf,1098
9,1099,1.0308,xdrug_r,1099
9,1100,1.0078,smoke_lf,1100
9,1101,nan, Residual Var.,1101
9,1102,nan,Tau,1102
9,1103,1.0084, Grand Mean,1103
9,1104,1.0053999,depression,1104
9,1105,1.0240999,age,1105
9,1106,1.0062,audit_c,1106
9,1107,1.0066,count_lf,1107
9,1108,1.0247,ptsd,1108
9,1109,1.0156,anxietyr,1109
9,1110,1.0017,sadr,1110
9,1111,1.002,intfsocr,1111
9,1112,1.0063,energr,1112
9,1113,1.0015,anxiety_ra,1113
9,1114,1.0028,srMentH,1114
9,1115,1.0016,srPhysH,1115
9,1116,1.0112,srLivSit,1116
9,1117,1.021,srDrugFree,1117
9,1118,1.0045,srSocNet,1118
9,1119,1.0175,srSexRx,1119
9,1120,1.0034,ssHelp,1120
9,1121,1.0084,ssEmoHelp,1121
9,1122,1.0190001,ssNewFri,1122
9,1123,1.0016,smAppFreq,1123
9,1124,1.0017,datingAppF,1124
9,1125,1.0394,losAng,1125
9,1126,1.027,RaceEthnic#2,1126
9,1127,1.0240999,RaceEthnic#3,1127
9,1128,1.0245,RaceEthnic#4,1128
9,1129,1.0149,female,1129
9,1130,1.0086,cis,1130
9,1131,1.0039001,heterosexu,1131
9,1132,1.0650001,employed,1132
9,1133,1.0732,poverty,1133
9,1134,1.0173,healthProv,1134
9,1135,1.0249,medicalUti,1135
9,1136,1.022,erCare_re,1136
9,1137,1.0197999,sapro_lf,1137
9,1138,1.0273,hivpp_lf,1138
9,1139,1.0065,homeless_l,1139
9,1140,1.0151,incarcerat,1140
9,1141,1.0185,ipv_lf,1141
9,1142,1.0157,sexex_lf,1142
9,1143,1.0067,suicide_lf,1143
9,1144,1.0053999,hospitalmh,1144
9,1145,1.0247999,sexab_lf,1145
9,1146,1.0249,tmx5old_lf,1146
9,1147,1.0526,tmrob_lf,1147
9,1148,1.0206,tmotinj_lf,1148
9,1149,1.0421,tmotmdr_lf,1149
9,1150,1.0335,xdrug_r,1150
9,1151,1.0053999,smoke_lf,1151
9,1152,nan, Residual Var.,1152
9,1153,nan,Tau,1153
9,1154,1.0309, Grand Mean,1154
9,1155,1.0056,depression,1155
9,1156,1.0051,age,1156
9,1157,1.0066,audit_c,1157
9,1158,1.0006,count_lf,1158
9,1159,1.0298001,ptsd,1159
9,1160,1.0091,anxietyr,1160
9,1161,1.0111001,sadr,1161
9,1162,1.0042,intfsocr,1162
9,1163,1.0108,energr,1163
9,1164,1.0009,anxiety_ra,1164
9,1165,1.0013,srMentH,1165
9,1166,1.001,srPhysH,1166
9,1167,1.0041,srLivSit,1167
9,1168,1.0228,srDrugFree,1168
9,1169,1.0009,srSocNet,1169
9,1170,1.0245,srSexRx,1170
9,1171,1.0009,ssHelp,1171
9,1172,1.0117,ssEmoHelp,1172
9,1173,1.0128,ssNewFri,1173
9,1174,1.001,smAppFreq,1174
9,1175,1.0058,datingAppF,1175
9,1176,1.0378,losAng,1176
9,1177,1.0281,RaceEthnic#2,1177
9,1178,1.0511,RaceEthnic#3,1178
9,1179,1.018,RaceEthnic#4,1179
9,1180,1.0190001,female,1180
9,1181,1.0044,cis,1181
9,1182,1.0082,heterosexu,1182
9,1183,1.0446,employed,1183
9,1184,1.0409,poverty,1184
9,1185,1.0351,insured,1185
9,1186,1.0489,medicalUti,1186
9,1187,1.0381,erCare_re,1187
9,1188,1.015,sapro_lf,1188
9,1189,1.0333,hivpp_lf,1189
9,1190,1.0055,homeless_l,1190
9,1191,1.0125,incarcerat,1191
9,1192,1.0362999,ipv_lf,1192
9,1193,1.0190001,sexex_lf,1193
9,1194,1.007,suicide_lf,1194
9,1195,1.0073,hospitalmh,1195
9,1196,1.0109,sexab_lf,1196
9,1197,1.0148,tmx5old_lf,1197
9,1198,1.0215,tmrob_lf,1198
9,1199,1.0472,tmotinj_lf,1199
9,1200,1.049,tmotmdr_lf,1200
9,1201,1.0269001,xdrug_r,1201
9,1202,1.0039999,smoke_lf,1202
9,1203,nan, Residual Var.,1203
9,1204,nan,Tau,1204
9,1205,1.0063, Grand Mean,1205
9,1206,1.002,depression,1206
9,1207,1.0096999,age,1207
9,1208,1.001,audit_c,1208
9,1209,1.0014,count_lf,1209
9,1210,1.0041,ptsd,1210
9,1211,1.0102,anxietyr,1211
9,1212,1.0075001,sadr,1212
9,1213,1.0055,intfsocr,1213
9,1214,1.0006,energr,1214
9,1215,1.0049,anxiety_ra,1215
9,1216,1.0013,srMentH,1216
9,1217,1.0138,srPhysH,1217
9,1218,1.0084,srLivSit,1218
9,1219,1.0019,srDrugFree,1219
9,1220,1.0029,srSocNet,1220
9,1221,1.0157,srSexRx,1221
9,1222,1.0012,ssHelp,1222
9,1223,1.0017,ssEmoHelp,1223
9,1224,1.0039001,ssNewFri,1224
9,1225,1.0075001,smAppFreq,1225
9,1226,1.0015,datingAppF,1226
9,1227,1.0012,losAng,1227
9,1228,1.0166,RaceEthnic#2,1228
9,1229,1.0607001,RaceEthnic#3,1229
9,1230,1.0066,RaceEthnic#4,1230
9,1231,1.0082,female,1231
9,1232,1.0068001,cis,1232
9,1233,1.0009,heterosexu,1233
9,1234,1.0308,employed,1234
9,1235,1.0132,poverty,1235
9,1236,1.0299,insured,1236
9,1237,1.0541,healthProv,1237
9,1238,1.0085,erCare_re,1238
9,1239,1.0256,sapro_lf,1239
9,1240,1.0396,hivpp_lf,1240
9,1241,1.0072,homeless_l,1241
9,1242,1.0032001,incarcerat,1242
9,1243,1.0309,ipv_lf,1243
9,1244,1.0355999,sexex_lf,1244
9,1245,1.0026,suicide_lf,1245
9,1246,1.0058,hospitalmh,1246
9,1247,1.0062,sexab_lf,1247
9,1248,1.0206,tmx5old_lf,1248
9,1249,1.0152,tmrob_lf,1249
9,1250,1.0819,tmotinj_lf,1250
9,1251,1.0677,tmotmdr_lf,1251
9,1252,1.0085,xdrug_r,1252
9,1253,1.0023,smoke_lf,1253
9,1254,nan, Residual Var.,1254
9,1255,nan,Tau,1255
9,1256,1.0065, Grand Mean,1256
9,1257,1.0055,depression,1257
9,1258,1.0096999,age,1258
9,1259,1.0026,audit_c,1259
9,1260,1.0031,count_lf,1260
9,1261,1.0025001,ptsd,1261
9,1262,1.0058,anxietyr,1262
9,1263,1.0064,sadr,1263
9,1264,1.008,intfsocr,1264
9,1265,1.0006,energr,1265
9,1266,1.0003,anxiety_ra,1266
9,1267,1.0077,srMentH,1267
9,1268,1.0105,srPhysH,1268
9,1269,1.0012,srLivSit,1269
9,1270,1.0022,srDrugFree,1270
9,1271,1.0025001,srSocNet,1271
9,1272,1.0065,srSexRx,1272
9,1273,1.0032001,ssHelp,1273
9,1274,1.0052,ssEmoHelp,1274
9,1275,1.0045,ssNewFri,1275
9,1276,1.0067,smAppFreq,1276
9,1277,1.0025001,datingAppF,1277
9,1278,1.0022,losAng,1278
9,1279,1.0135,RaceEthnic#2,1279
9,1280,1.0335,RaceEthnic#3,1280
9,1281,1.007,RaceEthnic#4,1281
9,1282,1.0039001,female,1282
9,1283,1.0103,cis,1283
9,1284,1.0017999,heterosexu,1284
9,1285,1.0298001,employed,1285
9,1286,1.0190001,poverty,1286
9,1287,1.0324,insured,1287
9,1288,1.0361,healthProv,1288
9,1289,1.0063,medicalUti,1289
9,1290,1.01,sapro_lf,1290
9,1291,1.0256,hivpp_lf,1291
9,1292,1.012,homeless_l,1292
9,1293,1.0053999,incarcerat,1293
9,1294,1.0125,ipv_lf,1294
9,1295,1.0271,sexex_lf,1295
9,1296,1.0055,suicide_lf,1296
9,1297,1.0028,hospitalmh,1297
9,1298,1.0094,sexab_lf,1298
9,1299,1.0257,tmx5old_lf,1299
9,1300,1.0118001,tmrob_lf,1300
9,1301,1.0197001,tmotinj_lf,1301
9,1302,1.0298001,tmotmdr_lf,1302
9,1303,1.006,xdrug_r,1303
9,1304,1.0088,smoke_lf,1304
9,1305,nan, Residual Var.,1305
9,1306,nan,Tau,1306
9,1307,1.0181, Grand Mean,1307
9,1308,1.0233001,depression,1308
9,1309,1.0052,age,1309
9,1310,1.0059,audit_c,1310
9,1311,1.0046,count_lf,1311
9,1312,1.0032001,ptsd,1312
9,1313,1.0146,anxietyr,1313
9,1314,1.0043,sadr,1314
9,1315,1.0072,intfsocr,1315
9,1316,1.0117,energr,1316
9,1317,1.0089,anxiety_ra,1317
9,1318,1.0001,srMentH,1318
9,1319,1.0009,srPhysH,1319
9,1320,1.0116,srLivSit,1320
9,1321,1.0036,srDrugFree,1321
9,1322,1.0024,srSocNet,1322
9,1323,1.0077,srSexRx,1323
9,1324,1.012,ssHelp,1324
9,1325,1.0075001,ssEmoHelp,1325
9,1326,1.0149,ssNewFri,1326
9,1327,1.007,smAppFreq,1327
9,1328,1.0074,datingAppF,1328
9,1329,1.0010999,losAng,1329
9,1330,1.0078,RaceEthnic#2,1330
9,1331,1.0046999,RaceEthnic#3,1331
9,1332,1.0009,RaceEthnic#4,1332
9,1333,1.029,female,1333
9,1334,1.0051,cis,1334
9,1335,1.0089,heterosexu,1335
9,1336,1.0174,employed,1336
9,1337,1.0219001,poverty,1337
9,1338,1.0317,insured,1338
9,1339,1.0417,healthProv,1339
9,1340,1.0353,medicalUti,1340
9,1341,1.0268,erCare_re,1341
9,1342,1.0064,sapro_lf,1342
9,1343,1.0095,homeless_l,1343
9,1344,1.0140001,incarcerat,1344
9,1345,1.0024,ipv_lf,1345
9,1346,1.0244,sexex_lf,1346
9,1347,1.0194,suicide_lf,1347
9,1348,1.0066,hospitalmh,1348
9,1349,1.0544,sexab_lf,1349
9,1350,1.0777,tmx5old_lf,1350
9,1351,1.0146,tmrob_lf,1351
9,1352,1.0529,tmotinj_lf,1352
9,1353,1.0114,tmotmdr_lf,1353
9,1354,1.0259,xdrug_r,1354
9,1355,1.006,smoke_lf,1355
9,1356,nan, Residual Var.,1356
9,1357,nan,Tau,1357
9,1358,1.0048, Grand Mean,1358
9,1359,1.0065,depression,1359
9,1360,1.0102,age,1360
9,1361,1.0005,audit_c,1361
9,1362,1.002,count_lf,1362
9,1363,1.0096,ptsd,1363
9,1364,1.0105,anxietyr,1364
9,1365,1.0051,sadr,1365
9,1366,1.005,intfsocr,1366
9,1367,1.0049,energr,1367
9,1368,1.0203,anxiety_ra,1368
9,1369,1.0124,srMentH,1369
9,1370,1.0048,srPhysH,1370
9,1371,1.0062,srLivSit,1371
9,1372,1.0014,srDrugFree,1372
9,1373,1.0077,srSocNet,1373
9,1374,1.007,srSexRx,1374
9,1375,1.0096,ssHelp,1375
9,1376,1.0023,ssEmoHelp,1376
9,1377,1.0013,ssNewFri,1377
9,1378,1.0091,smAppFreq,1378
9,1379,1.0025001,datingAppF,1379
9,1380,1.0065,losAng,1380
9,1381,1.0044,RaceEthnic#2,1381
9,1382,1.0003999,RaceEthnic#3,1382
9,1383,1.0041,RaceEthnic#4,1383
9,1384,1.0124,female,1384
9,1385,1.0067,cis,1385
9,1386,1.0024,heterosexu,1386
9,1387,1.0088,employed,1387
9,1388,1.0129,poverty,1388
9,1389,1.0149,insured,1389
9,1390,1.0147001,healthProv,1390
9,1391,1.0031,medicalUti,1391
9,1392,1.0058,erCare_re,1392
9,1393,1.0031,sapro_lf,1393
9,1394,1.0137,hivpp_lf,1394
9,1395,1.0045,homeless_l,1395
9,1396,1.01,ipv_lf,1396
9,1397,1.0137,sexex_lf,1397
9,1398,1.0290999,suicide_lf,1398
9,1399,1.0138,hospitalmh,1399
9,1400,1.0206,sexab_lf,1400
9,1401,1.0127,tmx5old_lf,1401
9,1402,1.0024,tmrob_lf,1402
9,1403,1.0208,tmotinj_lf,1403
9,1404,1.0098,tmotmdr_lf,1404
9,1405,1.0026,xdrug_r,1405
9,1406,1.0143,smoke_lf,1406
9,1407,nan, Residual Var.,1407
9,1408,nan,Tau,1408
9,1409,1.0009, Grand Mean,1409
9,1410,1.0002,depression,1410
9,1411,1.0109,age,1411
9,1412,1.0015,audit_c,1412
9,1413,1.0098,count_lf,1413
9,1414,1.0089,ptsd,1414
9,1415,1.0124,anxietyr,1415
9,1416,1.0036,sadr,1416
9,1417,1.0016,intfsocr,1417
9,1418,1.0063,energr,1418
9,1419,1.0008,anxiety_ra,1419
9,1420,1.0039999,srMentH,1420
9,1421,1.0131,srPhysH,1421
9,1422,1.0016,srLivSit,1422
9,1423,1.0035,srDrugFree,1423
9,1424,1.0031,srSocNet,1424
9,1425,1.0045,srSexRx,1425
9,1426,1.0014,ssHelp,1426
9,1427,1.0017999,ssEmoHelp,1427
9,1428,1.0023,ssNewFri,1428
9,1429,1.0017,smAppFreq,1429
9,1430,1.0067,datingAppF,1430
9,1431,1.0052,losAng,1431
9,1432,1.0031,RaceEthnic#2,1432
9,1433,1.002,RaceEthnic#3,1433
9,1434,1.0106,RaceEthnic#4,1434
9,1435,1.0027,female,1435
9,1436,1.0015,cis,1436
9,1437,1.0027,heterosexu,1437
9,1438,1.0048,employed,1438
9,1439,1.0044,poverty,1439
9,1440,1.0235,insured,1440
9,1441,1.0353,healthProv,1441
9,1442,1.0355,medicalUti,1442
9,1443,1.016,erCare_re,1443
9,1444,1.0066,sapro_lf,1444
9,1445,1.0035,hivpp_lf,1445
9,1446,1.0017999,homeless_l,1446
9,1447,1.0078,incarcerat,1447
9,1448,1.0033,sexex_lf,1448
9,1449,1.0072,suicide_lf,1449
9,1450,1.0013,hospitalmh,1450
9,1451,1.0117,sexab_lf,1451
9,1452,1.0023,tmx5old_lf,1452
9,1453,1.0019,tmrob_lf,1453
9,1454,1.0046,tmotinj_lf,1454
9,1455,1.003,tmotmdr_lf,1455
9,1456,1.0031,xdrug_r,1456
9,1457,1.0164,smoke_lf,1457
9,1458,nan, Residual Var.,1458
9,1459,nan,Tau,1459
9,1460,1.0316, Grand Mean,1460
9,1461,1.0046999,depression,1461
9,1462,1.0051,age,1462
9,1463,1.0068001,audit_c,1463
9,1464,1.0038,count_lf,1464
9,1465,1.0095,ptsd,1465
9,1466,1.0027,anxietyr,1466
9,1467,1.007,sadr,1467
9,1468,1.0003999,intfsocr,1468
9,1469,1.0143,energr,1469
9,1470,1.0015,anxiety_ra,1470
9,1471,1.0039999,srMentH,1471
9,1472,1.0066,srPhysH,1472
9,1473,1.0017999,srLivSit,1473
9,1474,1.0053999,srDrugFree,1474
9,1475,1.0086,srSocNet,1475
9,1476,1.0024,srSexRx,1476
9,1477,1.007,ssHelp,1477
9,1478,1.0052,ssEmoHelp,1478
9,1479,1.0121,ssNewFri,1479
9,1480,1.016,smAppFreq,1480
9,1481,1.0096999,datingAppF,1481
9,1482,1.0194,losAng,1482
9,1483,1.0115,RaceEthnic#2,1483
9,1484,1.0007,RaceEthnic#3,1484
9,1485,1.0185,RaceEthnic#4,1485
9,1486,1.0094,female,1486
9,1487,1.0144,cis,1487
9,1488,1.0061001,heterosexu,1488
9,1489,1.0487,employed,1489
9,1490,1.0298001,poverty,1490
9,1491,1.0152,insured,1491
9,1492,1.0184,healthProv,1492
9,1493,1.034,medicalUti,1493
9,1494,1.0255001,erCare_re,1494
9,1495,1.0005,sapro_lf,1495
9,1496,1.0175,hivpp_lf,1496
9,1497,1.0032001,homeless_l,1497
9,1498,1.0156,incarcerat,1498
9,1499,1.0017999,ipv_lf,1499
9,1500,1.023,suicide_lf,1500
9,1501,1.0037,hospitalmh,1501
9,1502,1.0381,sexab_lf,1502
9,1503,1.0413001,tmx5old_lf,1503
9,1504,1.0044,tmrob_lf,1504
9,1505,1.013,tmotinj_lf,1505
9,1506,1.0314,tmotmdr_lf,1506
9,1507,1.0202,xdrug_r,1507
9,1508,1.0109,smoke_lf,1508
9,1509,nan, Residual Var.,1509
9,1510,nan,Tau,1510
9,1511,1.0012, Grand Mean,1511
9,1512,1.0027,depression,1512
9,1513,1.0033,age,1513
9,1514,1.0024,audit_c,1514
9,1515,1.003,count_lf,1515
9,1516,1.0161999,ptsd,1516
9,1517,1.0029,anxietyr,1517
9,1518,1.0028,sadr,1518
9,1519,1.0033,intfsocr,1519
9,1520,1.003,energr,1520
9,1521,1.0029,anxiety_ra,1521
9,1522,1.0022,srMentH,1522
9,1523,1.0023,srPhysH,1523
9,1524,1.0082999,srLivSit,1524
9,1525,1.0057,srDrugFree,1525
9,1526,1.017,srSocNet,1526
9,1527,1.0088,srSexRx,1527
9,1528,1.0002,ssHelp,1528
9,1529,1.0029,ssEmoHelp,1529
9,1530,1.0089,ssNewFri,1530
9,1531,1.0026,smAppFreq,1531
9,1532,1.0095,datingAppF,1532
9,1533,1.006,losAng,1533
9,1534,1.0113,RaceEthnic#2,1534
9,1535,1.0094,RaceEthnic#3,1535
9,1536,1.0031,RaceEthnic#4,1536
9,1537,1.0218,female,1537
9,1538,1.0003,cis,1538
9,1539,1.0023,heterosexu,1539
9,1540,1.0036,employed,1540
9,1541,1.0059,poverty,1541
9,1542,1.0082,insured,1542
9,1543,1.0056,healthProv,1543
9,1544,1.0017999,medicalUti,1544
9,1545,1.0064,erCare_re,1545
9,1546,1.0096999,sapro_lf,1546
9,1547,1.0229,hivpp_lf,1547
9,1548,1.0013,homeless_l,1548
9,1549,1.0229,incarcerat,1549
9,1550,1.0085,ipv_lf,1550
9,1551,1.0293,sexex_lf,1551
9,1552,1.0105,hospitalmh,1552
9,1553,1.026,sexab_lf,1553
9,1554,1.0396,tmx5old_lf,1554
9,1555,1.0247,tmrob_lf,1555
9,1556,1.0132,tmotinj_lf,1556
9,1557,1.0016,tmotmdr_lf,1557
9,1558,1.0193,xdrug_r,1558
9,1559,1.0108,smoke_lf,1559
9,1560,nan, Residual Var.,1560
9,1561,nan,Tau,1561
9,1562,1.0146, Grand Mean,1562
9,1563,1.0062,depression,1563
9,1564,1.0194,age,1564
9,1565,1.0087,audit_c,1565
9,1566,1.0099,count_lf,1566
9,1567,1.0203,ptsd,1567
9,1568,1.0072,anxietyr,1568
9,1569,1.0025001,sadr,1569
9,1570,1.0147001,intfsocr,1570
9,1571,1.011,energr,1571
9,1572,1.0075001,anxiety_ra,1572
9,1573,1.0022,srMentH,1573
9,1574,1.0147001,srPhysH,1574
9,1575,1.0121,srLivSit,1575
9,1576,1.0003,srDrugFree,1576
9,1577,1.0037,srSocNet,1577
9,1578,1.0044,srSexRx,1578
9,1579,1.0066,ssHelp,1579
9,1580,1.0086,ssEmoHelp,1580
9,1581,1.0109,ssNewFri,1581
9,1582,1.0057,smAppFreq,1582
9,1583,1.006,datingAppF,1583
9,1584,1.0144,losAng,1584
9,1585,1.0308,RaceEthnic#2,1585
9,1586,1.0196,RaceEthnic#3,1586
9,1587,1.0259,RaceEthnic#4,1587
9,1588,1.0178,female,1588
9,1589,1.0036,cis,1589
9,1590,1.0118999,heterosexu,1590
9,1591,1.0803,employed,1591
9,1592,1.0495,poverty,1592
9,1593,1.0221,insured,1593
9,1594,1.0104001,healthProv,1594
9,1595,1.0053,medicalUti,1595
9,1596,1.0129,erCare_re,1596
9,1597,1.0075001,sapro_lf,1597
9,1598,1.0555,hivpp_lf,1598
9,1599,1.0007,homeless_l,1599
9,1600,1.0209,incarcerat,1600
9,1601,1.0079,ipv_lf,1601
9,1602,1.0306,sexex_lf,1602
9,1603,1.0233001,suicide_lf,1603
9,1604,1.0309,hospitalmh,1604
9,1605,1.0164,tmx5old_lf,1605
9,1606,1.0203,tmrob_lf,1606
9,1607,1.0312001,tmotinj_lf,1607
9,1608,1.0394,tmotmdr_lf,1608
9,1609,1.0225,xdrug_r,1609
9,1610,1.0042,smoke_lf,1610
9,1611,nan, Residual Var.,1611
